our_id,document_title,doi,document_link,authors,abstract,database,reviewer_1,reviewer_2,keep,why_not_keep,prelim_review,open_access,first_published,new_doc_type,journal,conference,book,source,affiliation_country,content_area,research_question,data_collection_type,audience_discipline,reason_audience_discipline,observational_unit,department,reason_department,source_discipline,reason_source_discipline,big_pic_notes,interesting_facts,keywords
Bhavya_2021_scaling_up,scaling up data science course projects: a case study,10.1145/3430895.3460168,https://doi.org/10.1145/3430895.3460168,"Bhavya B., Xiao J., Zhai C.",NA,Scopus,3,5,TRUE,NA,FALSE,FALSE,2021,conference article,NA,L@S '21: Proceedings of the Eighth ACM Conference on Learning @ Scale,NA,L@S '21: Proceedings of the Eighth ACM Conference on Learning @ Scale,"United States of America, United States of America, United States of America",pedagogical approach,TRUE,mixed,broad,"they share their class activity with DS educators and the course offered to students enrolled in computer science program and data science program. However, there is nothing specific to computer science in the paper.",graders/TAs and students enrolled in a data science course on text information systems,not specified,students majors are CS and DS but it is unclear which department offered this course,information technology; education,"""L@S investigates large-scale, technology-mediated learning environments that typically have many active learners and few experts on hand to guide their progress or respond to individual needs. "" https://learningatscale.acm.org/las2019/call-for-papers/","They discussed their experience with deploying strategies for addressing two challenges with assessing data science group projects at scale: fairness, and timely and high-quality feedback. Finding ways to grade projects as assessments in large classes throgh peer-review and TA meta-review.",NA,"course projects, data science education, scalable assessment"
Biehler_2022_editorial_research,editorial: research on data science education special issue of the statistics education research journal,10.52041/serj.v21i2.606,https://doi.org/10.52041/serj.v21i2.606,"Biehler R., De Veaux R., Engel J., Kazak S., Frischemeier D.",A very warm welcome to this Special Issue of the Statistics Education Research Journal (SERJ) on data science education. Our hope is to give an overview of selected theoretical thoughts and empirical studies on data science education from a statistics education research perspective. Data science education is rapidly developing but research into data science education is still in its infancy. The current issue presents a snapshot of this developing field.,Scopus,3,5,FALSE,note from journal's editor,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bile_2020_comparative_study,a comparative study of the academic programs between informatics/bioinformatics and data science in the u.s.,10.1109/compsac48688.2020.00030,https://doi.org/10.1109/compsac48688.2020.00030,I. Bile Hassan; J. Liu,"As Data Science has recently become a trend of the innovation of building new academic programs in the U.S. higher education, a holistic review and analysis of the curriculum development in a close field called Informatics or Bioinformatics, occurred more than a decade ago, seems to be beneficial and necessary in helping and supporting the healthy growth of Data Science programs. In this paper, a thorough comparative study between Informatics and Data Science was presented through comparing and investigating the similarities and differences of their curriculum structures, bodies of domain knowledge, technical skill sets, research areas, faculty preparation, student background, as well as the lessons learnt from the development of Informatics programs and challenges in developing Data Science programs. It is believed that the recommendations drawn from this study will assist educators to build their Data Science programs with the confidence and determination but without hesitation and fear of misstepping along the way in promoting and building their new programs.",IEEE,1,4,TRUE,NA,FALSE,FALSE,2020,conference article,NA,"2020 IEEE 44th Annual Computers, Software, and Applications Conference",NA,"2020 IEEE 44th Annual Computers, Software, and Applications Conference","United States of America, United States of America",review of current state of data science education,TRUE,quant,informatics,The point of the paper is to compare ds and informatics programs,"data science, informatics, and bioinformatics programs",not applicable,Due to content area,computer science,"""COMPSAC is the IEEE Computer Society Signature Conference on Computers, Software and Applications. It is a major international forum for academia, industry, and government to discuss research results and advancements, emerging challenges, and future trends in computer and software technologies and applications."" https://conferences.computer.org/compsac/#!/home",Compares data science and informatics programs,NA,"comparative study, curriculum design, data science, informatics, informatics and data science education"
Bilgin_2022_work_integrated,work integrated learning in data science and a proposed assessment framework,10.52041/serj.v21i2.26,https://doi.org/10.52041/serj.v21i2.26,"Bilgin A.A.B., Powell A., Richards D.","Work integrated learning (WIL) has been the norm in disciplines such as medicine, teacher education and engineering; however, it has not been implemented until recently in statistics and not for every student in computer science education. There seems to be no literature on the use of WIL for data science education. With the changed focus of universities to making graduates ìjob readyî, university-industry collaboration widened to encompass learning and teaching. Undoubtedly authentic problems coming from industry created opportunities for students to practice their future profession before graduation. This shift in the curriculum, however, brought its challenges both for the students and their lecturers. In this paper, we present a case study and propose an assessment framework for data science WIL.",Scopus,5,4,TRUE,NA,FALSE,TRUE,2022,journal article,Statistics Education Research Journal,NA,NA,Statistics Education Research Journal,"Australia, Australia, Australia",course example,FALSE,no data,broad,"We hope that this paper will provide guidance on designing assessments for data science students, whether they are taught by computing academics or by statistics academics or by academics from any other discipline.",not applicable,computing,The WIL unit for the data science major in our university is offered by the Computing Department.,statistics education,"""SERJ aims to advance research-based knowledge that can help to improve the teaching, learning, and understanding of statistics or probability at all educational levels and in both formal (classroom-based) and informal (out-of-classroom) contexts."" https://iase-web.org/Publications.php?p=SERJ",Provided a case study of work integrated learning for data science programs which aim to prioritize job-readiness for data scientists.,NA,"assessment framework, authentic problem-based learning, data science education, statistics education research, work integrated learning"
Blair_2021_establishing_abet,establishing abet accreditation criteria for data science,10.1145/3408877.3432445,https://doi.org/10.1145/3408877.3432445,"Blair J.R.S., Jones L., Leidig P., Murray S., Raj R.K., Romanowski C.J.","Prompted by the skyrocketing demand for data scientists, progress made by the ACM Data Science Task Force on defining data science competencies, and inquiries about data science accreditation, ABET is in the process of developing accreditation criteria for undergraduate data science programs. The effort is led by members of a joint data science criteria subcommittee appointed by ABET's Computing Accreditation Commission (CAC) and CSAB (the lead society for computing accreditation). Establishing data science accreditation criteria is a notable milestone in the maturing data science discipline, indicating the presence of an accepted body of knowledge, standards of practice, and ethical codes for practitioners. This position paper motivates the effort and discusses prior work towards defining data science education requirements. It describes the ongoing process for creating and obtaining approval of the accreditation criteria, and how feedback was and will be solicited from the computing and statistical communities. The current draft data science criteria, which was approved in July 2020 by the relevant ABET bodies for a year of public review and comment, is presented. These criteria emphasize the three pillars of data science: computing foundations, mathematical/statistical foundations, and experience in at least one data application domain. This report thus serves both to inform and to stimulate the academic discussion needed to finalize appropriate data science accreditation by ABET.",Scopus,5,1,TRUE,NA,FALSE,TRUE,2021,conference article,NA,SIGCSE '21: Proceedings of the 52nd ACM Technical Symposium on Computer Science Education,NA,SIGCSE '21: Proceedings of the 52nd ACM Technical Symposium on Computer Science Education,"United States of America, United States of America, United States of America, United States of America, United States of America, United States of America",guidelines,FALSE,no data,computer science; engineering,"They are trying to establish accreditation criteria for all bachelor-level data science programs that emphasize computing skills, they are not writing guidelines for all. ""For example, Data Science programs with heavy emphasis on mathematics or statistics might more appropriately be accredited by the Applied and Natural Sciences Accreditation Commission (ANSAC)""",Not applicable,not applicable,Due to content area,computer science education,"""ACM SIGCSE is the leading global community of professionals, researchers, educators, teachers, and students interested in understanding and improving computing education."" https://sigcse.org/about/profile.html",The process of how ABET data science accreditation criteria are decided is explained.,NA,"computing education, data analytics programs, data science programs, program accreditation"
Bonnell_2022_challenges,challenges and issues in data science education,10.1109/mc.2021.3128734,https://doi.org/10.1109/mc.2021.3128734,J. Bonnell; M. Ogihara; Y. Yesha,"Data science is one of the fastest growing fields because of its ability to address analytic needs. However, the supply of data scientists has remained limited. Academic institutions must adapt to meet demand through programs to train future data scientists.",IEEE,4,5,TRUE,NA,FALSE,TRUE,2022,magazine article,Computer,NA,NA,Computer,"United States of America, United States of America, United States of America",call to action,FALSE,no data,broad,nothing specific mentioned,not applicable,not applicable,not applicable,computer science,"""Computer seeks to deliver useful information for all computing professionals and students, including computer scientists, engineers, and practitioners of all levels."" https://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=2","There is a high demand for data scientists. We need to educate more students in data science. We need to train educators to teach data science, not only in math, stat, and CS but also in other fields that rely on DS. Outlines skills that new data scientistis need in order to succeed, and calls for more aggressive use of computation in data science education",NA,not specified
Bornschlegl_2016_ivisbigdata,ivis4bigdata: a reference model for advanced visual interfaces supporting big data analysis in virtual research environments,10.1007/978-3-319-50070-6_1,https://doi.org/10.1007/978-3-319-50070-6_1,"Bornschlegl M.X., Berwind K., Kaufmann M., Engel F.C., Walsh P., Hemmje M.L., Riestra R.","This paper introduces an approach to develop an up-to-date reference model that can support advanced visual user interfaces for distributed Big Data Analysis in virtual labs to be used in e-Science, industrial research, and Data Science education. The paper introduces and motivates the current situation in this application area as a basis for a corresponding problem statement that is utilized to derive goals and objectives of the approach. Furthermore, the relevant state-of-the-art is revisited and remaining challenges are identified. An exemplar set of use cases, corresponding user stereotypes as well as a conceptual design model to address these challenges are introduced. A corresponding architectural system model is suggested as a conceptual reference architecture to support proof-of-concept implementations as well as to support interoperability in distributed infrastructures. Conclusions and an outlook on future work complete the paper.",Scopus,1,5,TRUE,NA,FALSE,TRUE,2016,conference article,NA,AVI-BDA 2016: Advanced Visual Interfaces. Supporting Big Data Applications,NA,AVI-BDA 2016: Advanced Visual Interfaces. Supporting Big Data Applications,"Germany, Germany, Switzerland, Germany, Ireland, Germany, Spain",education technology,FALSE,no data,unclassifiable,"The paper focused on the infastructure of the tool for software developers, not educators.",Not applicable,not applicable,The department(s) conducting the research were never specified.,unclassifiable,This is the source for the paper we said was unclassiable because it wasn't for educators it was for software developers,This paper introduces an approach to develop an up-to-date reference model that can support advanced visual user interfaces for distributed Big Data Analysis in virtual labs,NA,"advanced visual user interfaces, distributed big data analysis, information visualization, user empowerment, virtual research environments"
Brooks_2021_towards_culturally,towards culturally relevant personalization at scale: experiments with data science learners,10.1007/s40593-021-00262-2,https://doi.org/10.1007/s40593-021-00262-2,"Brooks, Christopher;Quintana, Rebecca M.;Choi, Heeryung;Quintana, Chris;NeCamp, Timothy;Gardner, Joshua","In this article we describe our experiences building a large-scale data science program aimed at supporting diversity in online data science learning. This program was built to support a set of introductory skills-based, higher education courses. We are motivated by work done in project-based learning contexts and culturally responsive pedagogies and are particularly keen to understand how we can scale such kinds of approaches to large and diverse global classrooms. Specifically, we consider the country from which a learner is accessing the course as the key context for our work and discuss two interrelated investigations we have undertaken to understand how this feature interacts with learners' motivation and learning. Our findings provide insights on how learners respond to location-specific problem-based personalizations in data science education and provides an initial exploration as to how this form of personalization differs depending on the geo-political context of the learners.",ERIC,5,4,FALSE,Massive Open Online Course,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burr_2021_computational_skills,computational skills by stealth in introductory data science teaching,10.1111/test.12277,https://doi.org/10.1111/test.12277,"Burr W., Chevalier F., Collins C., Gibbs A.L., Ng R., Wild C.J.","In 2010, Nolan and Temple Lang proposed ìintegration of computing concepts into statistics curricula at all levels.î The unprecedented growth in data and emphasis on data science has provided an impetus to finally realizing full implementations of this in new statistics and data science programs and courses. We discuss a proposal for the stealth development of computational skills in students' exposure to introductory data science through careful, scaffolded exposure to computation and its power. Our intent is to support students, regardless of interest and self-efficacy in coding, in becoming data-driven learners, who are capable of asking complex questions about the world around them, and then answering those questions through the use of data-driven inquiry. Reference is made to the computer science and statistics consensus curriculum frameworks the International Data Science in Schools Project (IDSSP) recently published for secondary school data science or introductory tertiary programs, designed to optimize data-science accessibility.",Scopus,4,3,TRUE,NA,FALSE,TRUE,2021,journal article,Teaching Statistics,NA,NA,Teaching Statistics,"Canada, Canada, Canada, Canada, Canada, New Zealand",class activity example and education technology,FALSE,no data,statistics; computer science,Reference is made to the computer science and statistics consensus curriculum frameworks,not applicable,not applicable,never implemented in a department,statistics education,"""Teaching Statistics is intended for all those who teach or develop teaching in statistics and data science within or across any disciplines"" https://onlinelibrary.wiley.com/page/journal/14679639/homepage/productinformation.html","Outlines how to introduce computing skills to data science students through `stealth` approaches, especially via GUI-based and high level interfaces. Statistics and data science students also need to know
that ìdo it yourselfî is a very bad practice when welltested
software exists. It is not just an inefficient use of
time, it also leads to large numbers of unnecessary errors","The purpose of the IDSSP is to promote and support
the teaching of introductory data science everywhere, not
to be fine-tuned for any particular country.","accessibility, computational thinking, data science education, statistical thinking, statistics education, teaching statistics"
Ceccucci_2014_effectiveness,the effectiveness of data science as a means to achieve proficiency in scientific literacy,NA,http://isedj.org/2015-13/n4/ISEDJv13n4p64.html,"Ceccucci W., Tamarkin D., Jones K.","Data Science courses are becoming more prevalent in recent years. Increasingly more universities are offering individual courses and majors in the field of Data Science. This study evaluates data science education as a means to become proficient in scientific literacy. The results demonstrate how the educational goals of a Data Science course meet the scientific literacy criteria in regards to the process of science. Based on the commonality between data science and scientific literacy courses, the paper concludes that a data science course can be used as an alternative way for students in any major to gain scientific literacy skills.",Scopus,4,5,TRUE,NA,FALSE,TRUE,2015,journal article,Information Systems Education Journal,NA,NA,Information Systems Education Journal,"United States of America, United States of America, United States of America",review of current state of data science education,TRUE,qual,broad,"Therefore, whether a data science course is offered in business, computer science, or any other field, that course could fulfill student requirements for scientific literacy. This opens up alternative options for students in any major to gain the important skills of scientific literacy.",data science course syllabi,not applicable,not applicable,information systems education,"""The Information Systems Education Journal (ISEDJ) is a peer reviewed journal published five to six times per year that focuses on IS education "" https://www.isedj.org/",They are trying to answer whether a data science course would suffice as a scientific literacy course. They collect syllabi but they do not go at all into analysis of this data. They answer the research question solely based on theoretical framework in the literature.,"1. The manuscript claims that the term ""data scientist"" was coined in 2008 2. When they talk about data science courses being offered by different departments, they do not list statistics as one of the departments.","data science, scientific literacy, scientific process"
Chung_2022_machine_learning,machine learning to the rescue: ml-assisted framework for equity-driven education,10.1109/educon52537.2022.9766530,https://doi.org/10.1109/educon52537.2022.9766530,W. Chung; X. Zhang; Z. Ahmad; H. Sayadi; S. Rafatirad,"Data Science has recently experienced a significant surge in producing undergraduate degree/certificate and course enrollments. This growth has resulted in straining program resources at many institutions and causing concern about how to most effectively respond to the rapidly growing demand and provide equal opportunities for all students to pursue their degree. The primary goal of this work is to provide an intelligent solution to automatically identify biases related to race and gender in the content of Data Science related courses such as Machine Learning (ML), Natural Language Processing (NLP), Data Mining, Data Analytics, and Knowledge Discovery just to name a few. While machine learning allows to build powerful predicting tools, it hasn‚Äôt been used sufficiently to detect biases rooted in gender and race in educational material. Hence, using effective machine learning techniques we aim to enhance the success rate of undergraduate students in Data Science education and programs while promoting engagement through identifying and mitigating potential gender and racial biases. To this end, we propose a novel bias detection approach which uses a combination of gender identification and sentiment classification for characterization of gender and race in educational contents. Our proposed framework can help educators and course developers to mitigate race and gender biases in their course materials and create an equitable learning experience for students of minority and under-represented groups.",IEEE,3,4,TRUE,NA,FALSE,FALSE,2022,conference article,NA,2022 IEEE Global Engineering Education Conference (EDUCON),NA,2022 IEEE Global Engineering Education Conference (EDUCON),"United States of America, United States of America, United States of America, United States of America, United States of America",education technology,FALSE,no data,broad,they named few courses that can be offered in different data-science related departments,not applicable,not applicable,not implemented in a department,engineering education,"""The IEEE Global Engineering Education Conference (EDUCON) 2022 is the thirteenth in a series of conferences that rotate among central locations in IEEE Region 8 (Europe, Middle East and Africa). EDUCON is the flagship conference of the IEEE Education Society. 
Held every year since 2010, EDUCON provides an opportunity to scientists, professional engineers, and students to present their work, publish their results, exchange ideas and network for future scientific and industrial collaborations."" https://archive.educon-conference.org/educon2022/index.php","Proposes a model framework for investigating classification and sentiment bias, useful in teaching data science. Their study detected that male
gender is more likely to be associated with ìscience engineerî,
ìscience technologyî, and ìphysical scienceî compared to
female.  r-Racial minority
groups were far less likely to receive positive sentiment than
ìWhitesî with ìAsiansî as outliers.",NA,"data science, education, gender and racial equity, machine learning"
