document_title,doi,document_link,authors,publication_year,document_type,abstract,database,open_access,reviewer_1,reviewer_2,keep,why_not_keep
statistical literacy for active citizenship: a call for data science education,10.52041/serj.v16i1.213,https://doi.org/10.52041/serj.v16i1.213,"Engel, Joachim",2017,"Article , Report , 080: Journal Articles , 141: Reports - Descriptive","Data are abundant, quantitative information about the state of society and the wider world is around us more than ever. Paradoxically, recent trends in the public discourse point towards a post-factual world that seems content to ignore or misrepresent empirical evidence. As statistics educators we are challenged to promote understanding of statistics about society. In order to re-root public debate to be based on facts instead of emotions and to promote evidence-based policy decisions, statistics education needs to embrace two areas widely neglected in secondary and tertiary education: understanding of multivariate phenomena and the thinking with and learning from complex data.",ERIC,NA,1,3,TRUE,NA
hack weeks as a model for data science education and collaboration,10.1073/pnas.1717196115,https://doi.org/10.1073/pnas.1717196115,"Huppenkothen D, Arendt A, Hogg DW, Ram K, VanderPlas JT, Rokem A.",2018,NA,"Across many scientific disciplines, methods for recording, storing, and analyzing data are rapidly increasing in complexity. Skillfully using data science tools that manage this complexity requires training in new programming languages and frameworks as well as immersion in new modes of interaction that foster data sharing, collaborative software development, and exchange across disciplines. Learning these skills from traditional university curricula can be challenging because most courses are not designed to evolve on time scales that can keep pace with rapidly shifting data science methods. Here, we present the concept of a hack week as an effective model offering opportunities for networking and community building, education in state-of-the-art data science methods, and immersion in collaborative project work. We find that hack weeks are successful at cultivating collaboration and facilitating the exchange of knowledge. Participants self-report that these events help them in both their day-to-day research as well as their careers. Based on our results, we conclude that hack weeks present an effective, easy-to-implement, fairly low-cost tool to positively impact data analysis literacy in academic disciplines, foster collaboration, and cultivate best practices.",pubmed,NA,4,2,TRUE,NA
computing in the statistics curricula: a 10-year retrospective,10.1080/10691898.2020.1862609,https://doi.org/10.1080/10691898.2020.1862609,"Hardin J., Horton N.J., Nolan D., Lang D.T.",2021,Article,"The Journal of Statistics and Data Science Education special issue on “Computing in the Statistics and Data Science Curriculum” features a set of papers that provide a mosaic of curricular innovations and approaches that embrace computing. As we reviewed the papers we felt that this collection would benefit from the perspective of the authors of the landmark “Computing in the Statistics Curricula” (TAS 2010) paper. We asked Deb and Duncan to take this opportunity to reflect on the landscape when they wrote the paper, to comment on the current situation, and to speculate on the future.",Scopus,"All Open Access, Gold",2,4,TRUE,NA
a blended-learning program for implementing a rigorous machine-learning curriculum in high-schools,10.1145/3491140.3528291,https://doi.org/10.1145/3491140.3528291,"Perach S., Alexandron G.",2022,Conference Paper,"AI, and, more specifically, deep learning, is profoundly impacting our industries and societies [1]. In recent years, machine learning (ML) 's surging impact has sparked discourse about the importance of AI education for young people, and in recent years, several initiatives and projects pursuing the mission of K-12 AI education have emerged. In 2020 Israel's Ministry of Education (MoE) approved a new comprehensive and rigorous ML curriculum targeting 11 and 12th-grade pupils majoring in computer science (CS). The curriculum is meant to be taught by the existing CS teacher workforce. However, since ML theory and practice are fundamentally different from traditional CS [2], implementing this thorough ML curriculum poses substantial challenges in developing an effective teaching workforce to deliver it. In this research, we suggest a solution for this challenge in the form of a blended-learning (BL) program. The online component of this program is based mainly on Coursera's Deep Learning Specialization MOOCs series [3]. The BL program, enhanced with pedagogical training, is also used for the professional development (PD) of the teachers who deliver the program. Out of fourteen CS teachers who participated in the PD in the summer of 2021, ten teach the BL program this year to 273 high-school pupils. Initial results demonstrate the achievement of the curriculum learning goals and provide compelling preliminary evidence that this program enables CS teachers who are new to machine learning to teach this thorough curriculum effectively",Scopus,NA,4,2,TRUE,NA
developing and deploying a scalable computing platform to support mooc education in clinical data science,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8378646/,"Mayer D, Russell S, Wilson MP, Kahn MG, Wiley LK.",2021,NA,"One of the challenges of teaching applied data science courses is managing individual students' local computing environment. This is especially challenging when teaching massively open online courses (MOOCs) where students come from across the globe and have a variety of access to and types of computing systems. There are additional challenges with using sensitive health information for clinical data science education. Here we describe the development and performance of a computing platform developed to support a series of MOOCs in clinical data science. This platform was designed to restrict and log all access to health datasets while also being scalable, accessible, secure, privacy preserving, and easy to access. Over the 19 months the platform has been live it has supported the computation of more than 2300 students from 101 countries.",pubmed,NA,2,4,TRUE,NA
data wrangling practices and process in modeling family migration narratives with big data visualization technologies,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073350469&partnerID=40&md5=f61f1a050269ba4fb3cd50b42f04a8e5,"Jiang S., Kahn J.B.",2019,Conference Paper,"Big data technologies are powerful tools for telling evidence-based narratives about oneself and the world. In this paper, we examine the sociotechnical practices of data wrangling—strategies for selecting and managing datasets to produce a model and story in a big data interface—for youth assembling models and stories about family migration using interactive data visualization tools. Through interaction analysis of video data, we identified ten data wrangling practices and developed a conceptual model of the data wrangling process that contains four interrelated recursive stages. These data wrangling practices and the process of data wrangling are important to understand for supporting future data science education opportunities that facilitate learning and discussion about scientific and socioeconomic issues. This study also sheds light on how the family migration modeling context positioned the youth as having agency and authority over big data.",Scopus,NA,2,4,TRUE,NA
"what to teach, how to teach, and when to teach: musings on data science education",10.1080/26939169.2022.2097563,https://doi.org/10.1080/26939169.2022.2097563,Horton N.J.,2022,Editorial,NULL,Scopus,"All Open Access, Gold",5,2,TRUE,NA
tailored data science education using gamification,10.1109/cloudcom.2016.0108,https://doi.org/10.1109/cloudcom.2016.0108,K. Hee; R. V. Zicari; K. Tolle; A. Manieri,2017,NA,"The interest to become a data scientist or related professions in data science domain is rapidly growing. To meet such a demand, we propose a novel educational service that aims to provide a tailored learning paths for data science. Our target user is one who aims to be an expert in data science. Our approach is to analyze the background of the practitioner and match the learning units. A critical feature is that we use gamification to reinforce the practitioner engagement. We believe that our work provides a practical guideline for those who wants to learn data science.",IEEE,NA,2,5,TRUE,NA
computer science meets social studies: embedding cs in the study of locally grounded civic issues,10.1145/2787622.2787751,https://doi.org/10.1145/2787622.2787751,Van Wart S.,2015,Conference Paper,"Data science is an emerging 21st century literacy that promises to support learning in a wide variety of disciplines, from science, to social science, to the humanities. It also provides an engaging context in which to learn computational thinking skills in existing classroom contexts. For my dissertation research, I will explore whether and how data science can support inquiry-based learning in social studies. I conjecture that data science could provide students with an opportunity to use computational thinking to better understand their social world, while also allowing students to draw from and make sense of their own experiences. I plan to explore this idea by enhancing and evaluating a software tool, Local Ground, and creating a curriculum that helps young people identify and describe salient characteristics of their lived realities, moving from unstructured to structured data representations (e.g., photos to tags to databases). This process may generate a rich, motivating data source to explore subsequent ideas in computational thinking and social science.",Scopus,NA,2,5,TRUE,NA
a journal for interdisciplinary data science education,10.1145/3469281,https://doi.org/10.1145/3469281,"Hazzan O., Mike K.",2021,Article,"The Communications website, http://cacm.acm.org, features more than a dozen bloggers in the BLOG@CACM community. In each issue of Communications, we'll publish selected posts or excerpts.",Scopus,NA,2,5,TRUE,NA
chapter six - how can ocean science observations contribute to humanity?,10.1016/b978-0-12-823427-3.00005-0,https://doi.org/10.1016/b978-0-12-823427-3.00005-0,"Manzella GM,Emery W",2022,Book Chapter,"Experience is needed to prepare young ocean researchers to work in interdisciplinary environments and to teach them how to deal with complex processes. Such experience can be provided in courses/internships aimed at preparing qualified personnel to work on solution-oriented projects. These lessons are designed to deepen understanding in particular elements of ocean data science education: oceanography as a science in evolution, mutual understanding, the enrichment of data, and the process of moving from data to information. Such lessons combine the history of ocean science with ocean data methodologies and technologies, data quality elements, “fitness for use”/“fitness for purpose” and analyses. The approach consists of a significant mentoring program aimed at strengthening “thinking skills”—critical and creative thinking—and therefore the ability to solve complex problems.",science direct,NA,2,3,TRUE,NA
a guide to teaching data science,10.1080/00031305.2017.1356747,https://doi.org/10.1080/00031305.2017.1356747,"Hicks SC, Irizarry RA.",2019,NA,"Demand for data science education is surging and traditional courses offered by statistics departments are not meeting the needs of those seeking training. This has led to a number of opinion pieces advocating for an update to the Statistics curriculum. The unifying recommendation is that computing should play a more prominent role. We strongly agree with this recommendation, but advocate the main priority is to bring applications to the forefront as proposed by Nolan and Speed in 1999. We also argue that the individuals tasked with developing data science courses should not only have statistical training, but also have experience analyzing data with the main objective of solving real-world problems. Here, we share a set of general principles and offer a detailed guide derived from our successful experience developing and teaching a graduate-level, introductory data science course centered entirely on case studies. We argue for the importance of statistical thinking, as defined by Wild and Pfannkuch in 1999 and describe how our approach teaches students three key skills needed to succeed in data science, which we refer to as creating, connecting, and computing. This guide can also be used for statisticians wanting to gain more practical knowledge about data science before embarking on teaching an introductory course. Supplementary materials for this article are available online.",pubmed,NA,3,2,TRUE,NA
inclusivity in statistics and data science education,10.1080/26939169.2021.1906555,https://doi.org/10.1080/26939169.2021.1906555,"Witmer, J",2021,Editorial Material,NULL,web of science,NA,2,3,TRUE,NA
a letter to the journal of statistics and data science education — a call for review of “okcupid data for introductory statistics and data science courses” by albert y. kim and adriana escobedo-land,10.1080/26939169.2021.1930812,https://doi.org/10.1080/26939169.2021.1930812,"Xiao T., Ma Y.",2021,Letter,NULL,Scopus,"All Open Access, Gold",3,2,TRUE,NA
30 years of the journal of statistics and data science education,10.1080/26939169.2022.2041325,https://doi.org/10.1080/26939169.2022.2041325,Horton N.J.,2022,Editorial,NULL,Scopus,"All Open Access, Gold",3,2,TRUE,NA
curriculum for hands-on artificial intelligence cybersecurity,10.1109/ithet46829.2019.8937373,https://doi.org/10.1109/ithet46829.2019.8937373,"Romney G.W., Guymon J., Romney M.D., Carlson D.A.",2019,Conference Paper,"Interest and awareness of Artificial Intelligence (AI) grows at such a rate that academia and higher education struggle keeping up with the accelerating demand of industry. It is forecast that 75% of enterprise applications will use AI, Machine Learning or Deep Learning technology by 2021, yet university programs commonly place the burden on students to obtain their data science educations through elective coursework spanning multiple disparate departments. Data science requires specific mathematics preparation especially for cybersecurity students whose programs have reduced the requirements for advance mathematics to a bare minimum. To facilitate curricula preparation, and hands-on usage of AI tools, a notebook (“A Trellis For Novice AI Practitioners”) was prepared in the R programming language as a first step in introducing computer science and cybersecurity students to the concepts and capabilities of AI. A focus on an intrusion detection data set to mitigate nine common cyber vulnerabilities is used in this analysis. Trellis bridges the theoretical and practical chasm for students by building an ANN network intrusion predictive model from scratch. It serves as a template but also encourages heavy contextual modification, and may be relied upon in the beginning stages of a cybersecurity practitioner's data science activities on a wide variety of data sets in all areas of the discipline.",Scopus,NA,2,3,TRUE,NA
ethics in data science education,10.18260/1-2--34589,https://doi.org/10.18260/1-2--34589,Davis K.C.,2020,Conference Paper,"There is a growing recognition of the importance of ethics education in data science programs. Recent news stories about data breaches and algorithmic biases indicate that big data projects raise ethical concerns with the potential to inflict harm on a wide societal or global scale. Several collaborative, multi-disciplinary reports from academia and professional organizations have proposed curricular recommendations for data science programs. The necessity of including a study of ethics is present in these reports, although the depth of coverage varies. In this paper, we give an overview of how ethics for data science is covered in reports created by educational organizations, a summary of codes of ethics for practitioners of data science, and a brief overview of approaches for teaching ethics in data science.",Scopus,NA,2,3,TRUE,NA
self and socially shared regulation of learning in data science education: a case study of “quantified self” project,10.22318/icls2020.749,https://doi.org/10.22318/icls2020.749,"Zhang J., Wu B.",2020,Conference Paper,NA,Scopus,NA,3,2,TRUE,NA
evaluation edison's data science competency framework through a comparative literature analysis,10.3934/fods.2021031,https://doi.org/10.3934/fods.2021031,"Schmitt, KRB; Clark, L; Kinnaird, KM; Wertz, REH; Sandstede, B",NA,Article; Early Access,"During the emergence of Data Science as a distinct discipline, discussions of what exactly constitutes Data Science have been a source of contention, with no clear resolution. These disagreements have been exacerbated by the lack of a clear single disciplinary 'parent.' Many early efforts at defining curricula and courses exist, with the EDISON Project's Data Science Frame-work (EDISON-DSF) from the European Union being the most complete. The EDISON-DSF includes both a Data Science Body of Knowledge (DS-BoK) and Competency Framework (CF-DS). This paper takes a critical look at how EDISON's CF-DS compares to recent work and other published curricular or course materials. We identify areas of strong agreement and disagreement with the framework. Results from the literature analysis provide strong insights into what topics the broader community see as belonging in (or not in) Data Science, both at curricular and course levels. This analysis can provide important guidance for groups working to formalize the discipline and any college or university looking to build their own undergraduate Data Science degree or programs.",web of science,NA,3,2,TRUE,NA
editorial: research on data science education special issue of the statistics education research journal,10.52041/serj.v21i2.606,https://doi.org/10.52041/serj.v21i2.606,"Biehler R., De Veaux R., Engel J., Kazak S., Frischemeier D.",2022,Editorial,A very warm welcome to this Special Issue of the Statistics Education Research Journal (SERJ) on data science education. Our hope is to give an overview of selected theoretical thoughts and empirical studies on data science education from a statistics education research perspective. Data science education is rapidly developing but research into data science education is still in its infancy. The current issue presents a snapshot of this developing field.,Scopus,"All Open Access, Bronze",2,3,TRUE,NA
interdisciplinary education - the case of biomedical signal processing,10.1109/EDUCON45650.2020.9125200,https://doi.org/10.1109/EDUCON45650.2020.9125200,K. Mike; S. Nemirovsky-Rotman; O. Hazzan,2020,NA,"Interdisciplinary perspective on real-life problems is an important skill for 21st century engineers and should be a part of their education. Project-based learning (PBL) is a well-known pedagogical tool for interdisciplinary education. In order to successfully accomplish interdisciplinary learning, students must have sufficient knowledge in each of the separate disciplines. Use of cross-disciplinary teams, for example, is one way to make sure a project team includes specialists in all required disciplines. This, however, is not always the case. In many cases, there are significant knowledge gaps within the project team in one or more of the project domains. Specifically, in our case, fourth-year electrical engineering students are working in pairs on biomedical signal processing projects, which are evidently interdisciplinary in nature. The teams, however, are homogeneous and the students lack the essential medical expertise required to achieve solutions applicable by physicians. Furthermore, students tend to acknowledge this gap only in the advanced phases of the project, and so critical phases, such as goal setting and planning, are performed without the required knowledge. In this article, we present (a) data that supports the existence of this knowledge gap and its effect on students; (b) an intervention program that exposes students to both the required domain knowledge and its importance to their work; and (c) initial data that supports the success of this intervention program in bridging these gaps.",IEEE,NA,3,4,TRUE,NA
"a critical mathematics perspective on reading data visualizations: reimagining through reformatting, reframing, and renarrating",10.1007/s10649-021-10087-4,https://doi.org/10.1007/s10649-021-10087-4,"Rubel LH, Nicol C, Chronaki A.",2021,NA,NA,pubmed,NA,5,3,TRUE,NA
data science education: global perspectives and convergence,10.1145/3304221.3325533,https://doi.org/10.1145/3304221.3325533,"Raj R.K., Parrish A., Impagliazzo J., Romanowski C.J., Ahmed S.A., Bennett C.C., Davis K.C., McGettrick A., Mendes Pereira T.S., Sundin L.",2019,Conference Paper,NA,Scopus,NA,3,5,TRUE,NA
roundtable on data science postsecondary education: a compilation of meeting highlights,10.17226/25804,https://doi.org/10.17226/25804,"National Academies of Sciences, Engineering, and Medicine; Division of Behavioral and Social Sciences and Education; Division on Engineering and Physical Sciences; Board on Science Education; Computer Science and Telecommunications Board; Committee on Applied and Theoreticalal Statistics; Board on Mathematical Sciences and Analytics; Casola L, editor.",2020,NA,NA,pubmed,NA,3,5,TRUE,NA
"using data expedition as a formative assessment tool in data science education: reasoning, justification, and evaluation",10.3991/ijet.v14i11.10202,https://doi.org/10.3991/ijet.v14i11.10202,"Maksimenkova O., Neznanov A., Radchenko I.",2019,Article,NA,Scopus,"All Open Access, Gold",5,3,TRUE,NA
